Season,Daynum,Outcome,Wteam,Wscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf
2008,136,Win,1277,72,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18
2008,136,Win,1323,68,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15
2008,136,Win,1338,82,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13
2008,136,Win,1345,90,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18
2008,136,Win,1390,77,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15
2008,136,Win,1401,67,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15
2008,136,Win,1417,70,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9
2008,136,Win,1424,71,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16
2008,136,Win,1450,71,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11
2008,136,Win,1452,75,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17
2008,136,Win,1458,71,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11
2008,136,Win,1462,73,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12
2008,137,Win,1116,86,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18
2008,137,Win,1139,81,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21
2008,137,Win,1172,82,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18
2008,137,Win,1207,66,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12
2008,137,Win,1257,79,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17
2008,137,Win,1272,87,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18
2008,137,Win,1274,78,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20
2008,137,Win,1280,76,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15
2008,137,Win,1314,113,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16
2008,137,Win,1328,72,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18
2008,137,Win,1360,70,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21
2008,137,Win,1373,83,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11
2008,137,Win,1397,72,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16
2008,137,Win,1400,74,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16
2008,137,Win,1437,75,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15
2008,137,Win,1443,101,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29
2008,138,Win,1242,75,N,0,29,50,5,13,12,19,7,29,9,10,7,1,26
2008,138,Win,1277,65,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17
2008,138,Win,1390,82,N,1,28,60,7,14,19,28,11,27,23,8,4,4,14
2008,138,Win,1417,51,N,0,19,44,6,18,7,11,8,21,7,14,7,11,16
2008,138,Win,1450,61,N,0,24,54,4,17,9,14,8,29,14,7,8,2,15
2008,138,Win,1452,73,N,0,25,62,4,11,19,22,19,28,12,17,1,5,25
2008,138,Win,1458,72,N,0,24,46,9,22,15,24,4,22,10,10,3,0,18
2008,138,Win,1462,85,N,0,27,50,5,12,26,33,5,29,12,14,5,3,17
2008,139,Win,1172,74,N,0,22,57,6,28,24,30,12,16,10,5,6,0,20
2008,139,Win,1257,78,N,0,32,54,9,17,5,15,10,23,24,12,7,3,18
2008,139,Win,1272,77,N,0,28,63,6,16,15,32,19,26,19,5,3,11,16
2008,139,Win,1314,108,N,0,44,65,8,16,12,17,11,21,28,7,3,5,18
2008,139,Win,1397,76,N,1,26,59,5,19,19,29,16,30,12,20,5,3,24
2008,139,Win,1400,75,N,0,25,57,13,26,12,21,16,25,17,13,3,7,19
2008,139,Win,1437,84,N,0,30,56,6,13,18,24,6,31,15,15,8,2,27
2008,139,Win,1443,72,N,0,25,52,6,16,16,21,8,23,11,14,13,6,19
2008,143,Win,1257,79,N,0,26,50,4,14,23,30,9,34,14,20,6,7,23
2008,143,Win,1314,68,N,0,25,58,5,15,13,19,14,32,11,13,5,5,16
2008,143,Win,1417,88,N,0,29,58,4,9,26,35,17,34,17,19,6,8,22
2008,143,Win,1462,79,N,1,28,59,11,19,12,21,15,26,16,12,3,5,25
2008,144,Win,1172,73,N,0,26,53,12,24,9,12,11,17,18,7,9,0,19
2008,144,Win,1242,72,N,0,24,45,8,19,16,20,7,26,16,18,8,5,18
2008,144,Win,1272,92,N,0,31,59,4,13,26,35,17,22,13,9,9,7,16
2008,144,Win,1400,82,N,0,32,65,7,22,11,18,14,28,16,6,7,5,14
2008,145,Win,1314,83,N,0,31,58,3,11,18,21,15,18,16,14,9,0,17
2008,145,Win,1417,76,N,0,28,52,7,15,13,18,13,24,17,14,6,6,19
2008,146,Win,1242,59,N,0,23,52,5,14,8,14,10,28,12,14,5,5,16
2008,146,Win,1272,85,N,0,26,52,3,11,30,36,7,32,18,7,4,5,13
2008,152,Win,1242,84,N,0,34,64,5,15,11,14,11,31,17,19,10,9,21
2008,152,Win,1272,78,N,0,27,64,4,12,20,23,15,28,10,9,7,6,14
2008,154,Win,1242,75,N,1,29,55,3,12,14,15,9,30,14,17,11,1,18
2009,134,Win,1287,58,N,0,18,50,4,15,18,24,16,34,13,21,6,2,14
2009,136,Win,1163,103,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11
2009,136,Win,1181,86,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14
2009,136,Win,1211,77,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18
2009,136,Win,1261,75,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20
2009,136,Win,1268,84,N,0,31,63,6,16,16,24,16,20,18,9,5,1,17
2009,136,Win,1272,81,N,0,29,59,11,28,12,21,12,23,19,14,14,3,16
2009,136,Win,1276,62,N,0,20,51,10,26,12,15,9,24,16,14,5,3,11
2009,136,Win,1314,101,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13
2009,136,Win,1328,82,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11
2009,136,Win,1345,61,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13
2009,136,Win,1400,76,N,0,27,57,11,20,11,19,14,27,12,14,6,1,18
2009,136,Win,1401,79,N,0,30,52,6,17,13,19,7,28,20,14,2,6,15
2009,136,Win,1417,65,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20
2009,136,Win,1437,80,N,0,24,50,6,18,26,29,10,28,15,16,8,8,12
2009,136,Win,1443,76,N,0,27,56,9,19,13,22,9,28,13,15,8,4,12
2009,136,Win,1449,71,N,0,27,62,2,9,15,21,17,28,13,15,5,0,21
2009,137,Win,1112,84,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15
2009,137,Win,1113,66,N,0,20,39,8,14,18,24,3,24,12,11,4,1,14
2009,137,Win,1156,84,N,0,31,65,6,15,16,22,14,18,15,6,9,1,17
2009,137,Win,1173,68,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22
2009,137,Win,1242,84,N,0,32,64,4,12,16,20,10,29,17,5,5,2,17
2009,137,Win,1257,74,N,0,29,50,10,24,6,11,8,21,19,19,9,4,16
2009,137,Win,1266,58,N,0,17,47,5,19,19,23,10,22,7,9,4,2,14
2009,137,Win,1277,77,N,0,28,61,4,13,17,23,17,32,15,10,6,4,15
2009,137,Win,1281,78,N,0,28,59,5,20,17,19,9,28,19,4,4,1,11
2009,137,Win,1329,77,N,0,30,53,7,21,10,13,8,23,13,12,5,0,19
2009,137,Win,1338,72,N,0,24,55,7,19,17,23,9,38,16,18,5,3,16
2009,137,Win,1373,74,N,2,24,72,6,24,20,28,23,30,13,22,9,3,18
2009,137,Win,1393,59,N,0,25,55,2,16,7,10,12,43,14,21,3,11,12
2009,137,Win,1425,72,N,0,27,51,4,9,14,19,11,24,19,13,7,6,18
2009,137,Win,1458,61,N,1,22,54,9,27,8,12,5,21,10,9,4,2,16
2009,137,Win,1462,77,N,0,29,54,8,19,11,18,10,24,12,7,5,2,17
2009,138,Win,1163,92,N,0,33,57,5,10,21,27,12,27,20,9,3,5,16
2009,138,Win,1181,74,N,0,23,53,7,14,21,27,12,19,9,9,8,2,20
2009,138,Win,1211,83,N,0,30,60,9,21,14,19,9,22,18,11,4,4,12
2009,138,Win,1272,89,N,0,31,53,10,19,17,22,8,27,21,13,6,3,17
2009,138,Win,1314,84,N,0,32,59,6,13,14,18,11,21,13,10,11,5,9
2009,138,Win,1328,73,N,0,25,51,6,19,17,27,13,22,18,11,5,4,13
2009,138,Win,1345,76,N,0,25,64,7,16,19,23,15,25,15,11,5,7,21
2009,138,Win,1437,89,N,0,31,67,8,25,19,27,16,25,20,11,11,1,22
2009,139,Win,1112,71,N,0,22,44,3,11,24,28,6,27,12,11,8,3,19
2009,139,Win,1242,60,N,0,23,53,3,16,11,22,11,39,9,17,5,12,11
2009,139,Win,1257,79,N,0,32,65,9,20,6,13,19,28,18,17,3,7,13
2009,139,Win,1277,74,N,0,22,51,6,13,24,31,12,24,20,16,5,1,18
2009,139,Win,1281,83,N,0,31,64,7,22,14,20,10,20,14,7,6,4,23
2009,139,Win,1338,84,N,0,28,57,11,28,17,26,19,22,18,14,2,5,12
2009,139,Win,1393,78,N,0,26,47,9,20,17,21,4,29,18,10,4,0,15
2009,139,Win,1462,60,N,0,18,46,6,14,18,26,7,30,12,14,4,5,20
2009,143,Win,1163,72,N,0,25,56,3,8,19,30,14,34,19,13,6,6,12
2009,143,Win,1281,102,N,0,33,62,6,16,30,45,12,25,17,12,9,3,24
2009,143,Win,1338,60,N,0,22,65,4,15,12,19,18,26,9,9,9,3,13
2009,143,Win,1437,77,N,0,27,64,4,18,19,23,13,36,9,12,5,5,23
2009,144,Win,1257,103,N,0,38,66,14,29,13,14,11,25,29,9,10,3,15
2009,144,Win,1277,67,N,0,23,59,5,15,16,17,13,18,17,13,13,2,16
2009,144,Win,1314,98,N,0,36,68,11,19,15,27,11,31,23,9,8,4,17
2009,144,Win,1328,84,N,0,32,59,9,21,11,18,15,21,19,18,11,3,14
2009,145,Win,1163,82,N,0,27,53,2,12,26,32,11,36,15,17,3,8,13
2009,145,Win,1437,78,N,0,25,56,6,20,22,23,13,20,9,13,6,5,24
2009,146,Win,1277,64,N,0,24,52,8,16,8,11,13,24,19,12,7,1,22
2009,146,Win,1314,72,N,0,26,51,5,14,15,16,6,21,13,12,9,2,19
2009,152,Win,1277,82,N,0,31,72,6,19,14,20,18,24,18,11,11,3,25
2009,152,Win,1314,83,N,0,25,62,11,22,22,37,14,34,16,12,6,6,20
2009,154,Win,1314,89,N,0,28,61,5,12,28,40,11,24,13,7,9,0,22
2010,134,Win,1115,61,N,0,17,44,6,16,21,28,10,29,12,10,3,7,16
2010,136,Win,1124,68,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18
2010,136,Win,1139,77,N,0,23,50,13,31,18,28,8,24,14,10,6,1,13
2010,136,Win,1140,99,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17
2010,136,Win,1242,90,N,0,38,69,9,21,5,10,14,27,17,14,10,11,18
2010,136,Win,1243,82,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25
2010,136,Win,1246,100,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24
2010,136,Win,1293,66,N,0,25,60,7,15,9,17,15,24,13,11,4,4,21
2010,136,Win,1307,62,N,0,22,53,5,20,13,23,10,21,14,6,8,3,14
2010,136,Win,1320,69,N,0,20,45,9,19,20,23,13,22,11,16,7,2,16
2010,136,Win,1325,97,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18
2010,136,Win,1330,51,N,0,20,48,3,13,8,12,9,22,11,8,7,2,9
2010,136,Win,1388,80,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15
2010,136,Win,1397,62,N,0,20,52,8,17,14,18,13,19,10,11,3,3,19
2010,136,Win,1437,73,N,1,18,51,6,22,31,40,11,18,9,16,13,10,19
2010,136,Win,1448,81,N,1,30,70,6,18,15,24,20,39,15,20,2,4,24
2010,136,Win,1449,80,N,0,30,55,9,14,11,16,7,21,21,12,4,6,15
2010,137,Win,1143,77,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14
2010,137,Win,1165,78,N,0,27,48,9,23,15,19,10,20,10,11,7,2,12
2010,137,Win,1181,73,N,0,24,47,6,13,19,28,13,28,12,14,5,4,12
2010,137,Win,1210,64,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15
2010,137,Win,1211,67,N,0,21,42,3,10,22,30,6,32,11,15,5,5,19
2010,137,Win,1268,89,N,0,32,68,4,17,21,25,17,33,18,10,2,4,20
2010,137,Win,1277,70,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22
2010,137,Win,1281,86,N,0,30,58,5,17,21,29,9,21,21,9,15,3,16
2010,137,Win,1326,68,N,0,21,52,10,22,16,18,8,30,14,9,5,12,12
2010,137,Win,1338,89,N,0,30,56,4,12,25,36,9,29,18,15,10,1,26
2010,137,Win,1345,72,N,0,27,59,5,17,13,19,6,32,21,14,8,7,14
2010,137,Win,1393,79,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14
2010,137,Win,1401,69,N,0,25,51,8,18,11,14,7,32,12,11,4,1,13
2010,137,Win,1452,77,N,0,24,58,4,15,25,31,14,35,20,9,7,4,16
2010,137,Win,1458,53,N,0,20,54,1,9,12,19,10,20,3,4,7,0,14
2010,137,Win,1462,65,N,0,23,67,7,20,12,19,20,30,15,6,6,3,16
2010,138,Win,1124,76,N,0,28,54,8,20,12,17,11,19,15,13,8,6,19
2010,138,Win,1139,54,N,0,18,50,7,20,11,19,7,15,10,6,6,1,14
2010,138,Win,1243,84,N,0,23,56,11,27,27,30,15,24,14,15,7,3,20
2010,138,Win,1246,90,N,0,38,63,7,21,7,17,14,28,21,11,6,6,21
2010,138,Win,1320,69,N,0,22,55,9,26,16,19,11,19,11,9,9,1,16
2010,138,Win,1388,75,N,0,24,48,7,19,20,26,6,27,6,12,2,3,12
2010,138,Win,1397,83,N,0,34,60,5,14,10,18,11,30,21,16,8,3,22
2010,138,Win,1449,82,N,0,32,66,8,17,10,20,12,28,21,5,6,7,18
2010,139,Win,1165,87,N,0,33,54,8,15,13,16,9,20,14,8,8,1,14
2010,139,Win,1181,68,N,0,27,57,3,17,11,17,11,23,11,5,4,5,15
2010,139,Win,1277,85,N,0,32,58,10,18,11,14,13,29,18,19,3,5,19
2010,139,Win,1326,75,N,0,25,51,8,21,17,23,7,22,17,18,8,3,17
2010,139,Win,1345,63,N,1,26,63,6,17,5,6,5,34,11,12,12,6,18
2010,139,Win,1393,87,N,0,29,53,12,25,17,23,8,30,17,15,4,2,17
2010,139,Win,1452,68,N,0,19,47,5,15,25,33,13,28,12,10,4,5,16
2010,139,Win,1462,71,N,0,24,50,8,16,15,23,5,26,9,7,4,3,16
2010,143,Win,1139,63,N,0,21,52,6,24,15,21,5,23,9,7,13,2,15
2010,143,Win,1243,101,N,2,37,78,8,19,19,29,16,24,19,12,5,11,25
2010,143,Win,1246,62,N,0,22,50,2,16,16,26,13,28,15,13,12,6,17
2010,143,Win,1452,69,N,0,26,65,4,15,13,17,23,26,14,23,11,4,15
2010,144,Win,1124,72,N,0,28,61,8,17,8,10,15,26,14,7,8,1,9
2010,144,Win,1181,70,N,0,22,55,6,15,20,24,16,32,11,14,4,2,20
2010,144,Win,1277,59,N,0,19,44,7,19,14,19,6,26,15,10,8,3,19
2010,144,Win,1397,76,N,0,30,64,4,15,12,15,20,21,15,16,6,3,20
2010,145,Win,1139,63,N,0,21,46,7,15,14,20,12,29,9,20,7,1,16
2010,145,Win,1452,73,N,0,20,52,10,23,23,34,10,26,14,12,5,6,22
2010,146,Win,1181,78,N,0,22,61,11,23,23,29,23,20,15,11,7,0,15
2010,146,Win,1277,70,N,0,24,52,6,18,16,21,13,14,12,11,8,8,20
2010,152,Win,1139,52,N,0,15,49,5,21,17,24,11,21,5,8,12,2,17
2010,152,Win,1181,78,N,0,29,55,13,25,7,9,11,18,20,6,5,1,16
2010,154,Win,1181,61,N,0,23,52,5,17,10,16,11,26,12,12,5,7,14
2011,134,Win,1155,70,N,0,26,50,4,13,14,16,4,25,17,12,10,2,12
2011,134,Win,1421,81,N,1,27,54,4,12,23,28,6,29,17,15,6,1,25
2011,135,Win,1427,70,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14
2011,135,Win,1433,59,N,0,20,59,9,24,10,15,17,23,11,9,5,3,24
2011,136,Win,1139,60,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21
2011,136,Win,1140,74,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22
2011,136,Win,1153,78,N,0,29,54,4,11,16,22,13,23,14,11,3,2,15
2011,136,Win,1163,81,N,0,32,66,9,24,8,9,13,36,20,6,5,6,13
2011,136,Win,1196,79,N,0,29,53,8,23,13,17,9,26,22,12,11,2,15
2011,136,Win,1211,86,N,0,28,52,9,15,21,26,12,31,20,15,6,2,15
2011,136,Win,1243,73,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17
2011,136,Win,1246,59,N,0,24,47,5,11,6,11,6,20,12,9,5,7,8
2011,136,Win,1287,62,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13
2011,136,Win,1338,74,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16
2011,136,Win,1350,69,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18
2011,136,Win,1361,68,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8
2011,136,Win,1396,66,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13
2011,136,Win,1417,78,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20
2011,136,Win,1452,84,N,0,27,55,5,13,25,31,14,23,15,11,6,1,21
2011,136,Win,1458,72,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17
2011,137,Win,1112,77,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21
2011,137,Win,1181,87,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11
2011,137,Win,1199,57,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17
2011,137,Win,1206,61,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15
2011,137,Win,1228,73,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17
2011,137,Win,1242,72,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13
2011,137,Win,1266,66,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18
2011,137,Win,1276,75,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17
2011,137,Win,1314,102,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19
2011,137,Win,1323,69,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11
2011,137,Win,1326,75,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9
2011,137,Win,1345,65,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13
2011,137,Win,1393,77,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16
2011,137,Win,1400,85,N,0,30,63,4,9,21,26,15,27,14,10,4,9,14
2011,137,Win,1433,74,N,0,18,44,12,25,26,39,8,22,14,6,7,4,16
2011,137,Win,1449,68,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19
2011,138,Win,1139,71,N,0,24,52,12,27,11,14,5,17,12,6,2,2,18
2011,138,Win,1140,89,N,0,31,59,14,28,13,15,4,23,17,8,10,6,19
2011,138,Win,1163,69,N,0,19,44,6,16,25,30,9,26,10,9,3,3,13
2011,138,Win,1196,73,N,0,27,54,6,14,13,17,8,24,13,8,2,4,18
2011,138,Win,1246,71,N,0,24,50,6,18,17,24,9,25,12,10,1,6,19
2011,138,Win,1350,65,N,0,26,55,4,16,9,13,10,22,18,6,5,4,12
2011,138,Win,1361,71,N,2,28,65,6,11,9,9,13,29,13,13,6,6,14
2011,138,Win,1458,70,N,0,21,50,9,20,19,23,10,20,12,5,4,2,18
2011,139,Win,1112,70,N,0,24,54,8,14,14,22,11,21,17,12,8,2,20
2011,139,Win,1181,73,N,0,25,49,5,20,18,25,10,23,12,11,1,2,18
2011,139,Win,1199,71,N,0,22,48,9,19,18,25,9,31,15,12,2,9,18
2011,139,Win,1242,73,N,0,27,52,4,12,15,20,7,29,17,12,5,2,11
2011,139,Win,1266,66,N,0,21,51,5,11,19,23,12,18,15,14,11,1,13
2011,139,Win,1314,86,N,0,31,66,6,12,18,23,12,25,18,9,7,5,9
2011,139,Win,1326,98,N,0,36,59,16,26,10,18,11,22,23,9,8,1,11
2011,139,Win,1433,94,N,0,37,65,8,21,12,14,9,26,26,4,4,2,13
2011,143,Win,1112,93,N,0,34,63,9,15,16,21,16,24,15,12,7,3,21
2011,143,Win,1139,61,N,0,19,45,5,18,18,26,10,27,7,14,8,2,19
2011,143,Win,1163,74,N,0,27,57,8,16,12,16,9,26,13,9,5,3,16
2011,143,Win,1196,83,N,1,31,65,11,34,10,22,10,35,23,15,8,5,12
2011,144,Win,1242,77,N,0,30,63,9,19,8,10,15,28,20,9,7,3,14
2011,144,Win,1246,62,N,0,22,48,6,17,12,14,7,25,11,11,3,11,18
2011,144,Win,1314,81,N,0,31,74,5,16,14,21,22,26,15,7,11,8,16
2011,144,Win,1433,72,N,1,24,53,12,26,12,20,7,25,18,17,12,1,20
2011,145,Win,1139,74,N,1,24,60,9,33,17,27,16,25,8,10,2,1,20
2011,145,Win,1163,65,N,0,23,56,5,17,14,18,11,20,10,5,5,6,15
2011,146,Win,1246,76,N,0,27,56,12,22,10,16,9,25,16,14,10,5,13
2011,146,Win,1433,71,N,0,21,53,12,25,17,22,9,26,14,13,7,1,18
2011,152,Win,1139,70,N,0,21,59,8,23,20,26,16,32,8,9,5,2,16
2011,152,Win,1163,56,N,0,23,49,1,12,9,11,6,32,16,15,5,3,13
2011,154,Win,1163,53,N,0,19,55,1,11,14,16,17,36,6,11,4,10,15
2012,134,Win,1140,78,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14
2012,134,Win,1443,59,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18
2012,135,Win,1378,65,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14
2012,135,Win,1436,71,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19
2012,136,Win,1124,68,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16
2012,136,Win,1160,68,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18
2012,136,Win,1211,77,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25
2012,136,Win,1231,79,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12
2012,136,Win,1235,77,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15
2012,136,Win,1243,70,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18
2012,136,Win,1246,81,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14
2012,136,Win,1257,69,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19
2012,136,Win,1266,88,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20
2012,136,Win,1293,58,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8
2012,136,Win,1307,75,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16
2012,136,Win,1326,78,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19
2012,136,Win,1393,72,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15
2012,136,Win,1433,62,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12
2012,136,Win,1435,79,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18
2012,136,Win,1458,73,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15
2012,137,Win,1153,65,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16
2012,137,Win,1166,58,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11
2012,137,Win,1196,71,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10
2012,137,Win,1199,66,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14
2012,137,Win,1207,74,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10
2012,137,Win,1242,65,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17
2012,137,Win,1250,75,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22
2012,137,Win,1277,89,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17
2012,137,Win,1301,79,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13
2012,137,Win,1313,86,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20
2012,137,Win,1314,77,N,0,27,65,5,18,18,24,15,22,14,11,14,6,10
2012,137,Win,1325,65,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12
2012,137,Win,1345,72,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17
2012,137,Win,1378,58,N,0,17,50,8,17,16,21,14,23,7,12,10,1,16
2012,137,Win,1387,61,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12
2012,137,Win,1462,67,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14
2012,138,Win,1124,80,N,0,28,64,11,20,13,18,17,24,15,11,9,4,12
2012,138,Win,1231,63,N,0,24,46,6,13,9,11,8,28,13,22,6,2,13
2012,138,Win,1246,87,N,0,31,56,10,20,15,22,12,28,19,11,2,5,19
2012,138,Win,1257,59,N,0,22,48,7,15,8,12,7,18,9,11,9,5,14
2012,138,Win,1266,62,N,0,21,55,4,15,16,21,5,31,11,12,7,4,11
2012,138,Win,1326,73,N,0,25,53,9,24,14,18,9,22,13,11,6,4,17
2012,138,Win,1393,75,N,0,23,45,6,9,23,29,9,23,13,14,6,8,18
2012,138,Win,1458,60,N,0,23,55,10,33,4,8,10,20,13,8,4,1,16
2012,139,Win,1153,62,N,0,19,50,5,15,19,23,10,23,13,15,13,5,18
2012,139,Win,1196,84,N,0,28,53,10,28,18,25,13,35,13,13,4,4,12
2012,139,Win,1242,63,N,0,21,62,6,24,15,23,21,23,10,7,6,4,18
2012,139,Win,1277,65,N,0,25,46,4,10,11,17,5,27,12,11,2,1,19
2012,139,Win,1301,66,N,0,20,54,7,15,19,31,17,24,11,10,4,3,14
2012,139,Win,1314,87,N,0,33,65,8,16,13,19,11,33,16,9,4,9,8
2012,139,Win,1325,62,N,0,17,43,9,18,19,25,7,18,10,9,9,1,19
2012,139,Win,1462,70,N,0,24,54,7,15,15,21,12,31,8,14,2,6,15
2012,143,Win,1196,68,N,0,24,59,7,27,13,15,10,32,15,11,5,9,15
2012,143,Win,1257,57,N,0,21,55,9,23,6,11,11,28,15,10,9,7,11
2012,143,Win,1326,81,N,0,27,56,8,17,19,27,12,23,14,11,13,1,11
2012,143,Win,1393,64,N,0,27,49,5,9,5,9,7,19,5,6,4,1,13
2012,144,Win,1124,75,N,0,29,57,5,15,12,14,10,25,21,13,7,3,17
2012,144,Win,1242,60,N,0,24,64,1,14,11,20,20,30,13,14,9,11,14
2012,144,Win,1246,102,N,0,31,64,5,10,35,37,15,24,12,6,3,4,18
2012,144,Win,1314,73,N,1,26,65,7,22,14,24,22,41,18,24,4,8,13
2012,145,Win,1257,72,N,0,27,60,6,16,12,15,8,22,11,6,6,3,21
2012,145,Win,1326,77,N,0,21,51,4,13,31,42,14,25,10,12,4,3,20
2012,146,Win,1242,80,N,0,29,63,4,14,18,24,11,30,14,8,9,3,16
2012,146,Win,1246,82,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19
2012,152,Win,1242,64,N,0,25,56,3,11,11,14,12,30,14,17,5,8,15
2012,152,Win,1246,69,N,0,28,49,2,7,11,20,6,27,9,14,7,7,14
2012,154,Win,1246,67,N,0,23,56,6,14,15,21,12,31,12,11,4,11,15
2013,134,Win,1299,73,N,0,27,52,8,18,11,19,6,27,10,8,6,4,19
2013,134,Win,1388,67,N,0,21,46,8,14,17,25,8,25,9,7,3,0,15
